kod_cast,radon,populace,okres,kraj
025496,2.0,9.0,Klatovy,Plzeňský kraj
406287,2.0,10.0,Klatovy,Plzeňský kraj
003336,2.0,130.0,Klatovy,Plzeňský kraj
153231,2.0,90.0,Tábor,Jihočeský kraj
149543,2.0,8.0,Tábor,Jihočeský kraj
149586,2.0,24.0,Tábor,Jihočeský kraj
075604,2.0,10.0,Tábor,Jihočeský kraj
003492,3.0,156.0,Klatovy,Plzeňský kraj
003522,3.0,38.0,Klatovy,Plzeňský kraj
165352,1.0,37.0,Tachov,Plzeňský kraj
037311,2.0,11.0,Klatovy,Plzeňský kraj
018201,2.0,18.0,Klatovy,Plzeňský kraj
025461,2.0,9.0,Klatovy,Plzeňský kraj
175439,2.0,386.0,Tábor,Jihočeský kraj
018252,2.0,6.0,Klatovy,Plzeňský kraj
003310,2.0,584.0,Klatovy,Plzeňský kraj
033251,2.0,76.0,Tábor,Jihočeský kraj
093459,2.0,1759.0,Tábor,Jihočeský kraj
093467,2.0,58.0,Tábor,Jihočeský kraj
405892,2.0,8.0,Klatovy,Plzeňský kraj
018228,2.0,168.0,Klatovy,Plzeňský kraj
188531,2.0,29.0,Tábor,Jihočeský kraj
025658,2.0,183.0,Klatovy,Plzeňský kraj
139599,2.0,9.0,Tábor,Jihočeský kraj
405175,2.0,6868.0,Tábor,Jihočeský kraj
037354,2.0,1.0,Klatovy,Plzeňský kraj
172308,2.0,11.0,Klatovy,Plzeňský kraj
153206,2.0,73.0,Tábor,Jihočeský kraj
188522,2.0,10.0,Tábor,Jihočeský kraj
139602,1.0,168.0,Tábor,Jihočeský kraj
025640,1.0,402.0,Klatovy,Plzeňský kraj
057771,2.0,122.0,Klatovy,Plzeňský kraj
039071,2.0,5.0,Klatovy,Plzeňský kraj
037265,2.0,44.0,Klatovy,Plzeňský kraj
018210,2.0,29.0,Klatovy,Plzeňský kraj
188549,2.0,49.0,Tábor,Jihočeský kraj
037290,2.0,11.0,Klatovy,Plzeňský kraj
094579,2.0,57.0,Plzeň-jih,Plzeňský kraj
192732,2.0,100.0,Klatovy,Plzeňský kraj
007129,2.0,421.0,Klatovy,Plzeňský kraj
077305,2.0,20.0,Klatovy,Plzeňský kraj
003344,2.0,16.0,Klatovy,Plzeňský kraj
003484,3.0,605.0,Klatovy,Plzeňský kraj
003352,3.0,59.0,Klatovy,Plzeňský kraj
196061,2.0,1133.0,Klatovy,Plzeňský kraj
057789,2.0,8.0,Klatovy,Plzeňský kraj
108863,2.0,220.0,Klatovy,Plzeňský kraj
067628,2.0,31.0,Klatovy,Plzeňský kraj
137596,2.0,210.0,Tábor,Jihočeský kraj
318116,2.0,31.0,Klatovy,Plzeňský kraj
113026,2.0,127.0,Plzeň-jih,Plzeňský kraj
098078,2.0,60.0,Klatovy,Plzeňský kraj
103152,2.0,9.0,Klatovy,Plzeňský kraj
051853,2.0,88.0,Plzeň-jih,Plzeňský kraj
186279,2.0,149.0,Klatovy,Plzeňský kraj
108448,2.0,107.0,Klatovy,Plzeňský kraj
097977,3.0,64.0,Plzeň-jih,Plzeňský kraj
406121,2.0,6.0,Klatovy,Plzeňský kraj
406139,2.0,1.0,Klatovy,Plzeňský kraj
140104,2.0,32.0,Klatovy,Plzeňský kraj
406147,2.0,0.0,Klatovy,Plzeňský kraj
406112,2.0,11.0,Klatovy,Plzeňský kraj
102989,2.0,118.0,Klatovy,Plzeňský kraj
102997,2.0,21.0,Klatovy,Plzeňský kraj
197947,2.0,24.0,Klatovy,Plzeňský kraj
196053,2.0,261.0,Klatovy,Plzeňský kraj
196088,2.0,17.0,Klatovy,Plzeňský kraj
102750,2.0,167.0,Plzeň-jih,Plzeňský kraj
196070,2.0,76.0,Klatovy,Plzeňský kraj
100749,2.0,122.0,Klatovy,Plzeňský kraj
192741,2.0,184.0,Klatovy,Plzeňský kraj
406244,2.0,0.0,Klatovy,Plzeňský kraj
053147,2.0,1.0,Klatovy,Plzeňský kraj
097853,2.0,33.0,Klatovy,Plzeňský kraj
097187,2.0,67.0,Plzeň-jih,Plzeňský kraj
084905,1.0,141.0,Jičín,Královéhradecký kraj
197360,2.0,53.0,Plzeň-jih,Plzeňský kraj
073091,2.0,101.0,Plzeň-jih,Plzeňský kraj
094552,2.0,61.0,Plzeň-jih,Plzeňský kraj
108430,2.0,15.0,Klatovy,Plzeňský kraj
017108,2.0,39.0,Klatovy,Plzeňský kraj
094544,2.0,53.0,Plzeň-jih,Plzeňský kraj
094587,2.0,71.0,Plzeň-jih,Plzeňský kraj
097985,2.0,62.0,Plzeň-jih,Plzeňský kraj
134431,3.0,73.0,Klatovy,Plzeňský kraj
065498,3.0,226.0,Plzeň-jih,Plzeňský kraj
134449,3.0,316.0,Klatovy,Plzeňský kraj
098001,3.0,54.0,Plzeň-jih,Plzeňský kraj
098116,2.0,79.0,Klatovy,Plzeňský kraj
173967,2.0,56.0,Klatovy,Plzeňský kraj
046230,2.0,328.0,Tachov,Plzeňský kraj
142646,2.0,607.0,Tachov,Plzeňský kraj
142638,3.0,12.0,Tachov,Plzeňský kraj
142603,3.0,67.0,Tachov,Plzeňský kraj
007358,2.0,38.0,Tachov,Plzeňský kraj
007323,3.0,67.0,Tachov,Plzeňský kraj
172286,2.0,51.0,Klatovy,Plzeňský kraj
406015,2.0,0.0,Klatovy,Plzeňský kraj
039233,2.0,208.0,Tábor,Jihočeský kraj
153214,2.0,55.0,Tábor,Jihočeský kraj
026557,2.0,21.0,Klatovy,Plzeňský kraj
025470,2.0,43.0,Klatovy,Plzeňský kraj
039144,2.0,24.0,Klatovy,Plzeňský kraj
159638,2.0,110.0,Klatovy,Plzeňský kraj
037389,2.0,22.0,Klatovy,Plzeňský kraj
039055,2.0,28.0,Klatovy,Plzeňský kraj
406007,2.0,11.0,Klatovy,Plzeňský kraj
032701,1.0,781.0,Plzeň-sever,Plzeňský kraj
406511,1.0,39.0,Plzeň-sever,Plzeňský kraj
053279,2.0,1266.0,Plzeň-sever,Plzeňský kraj
039110,2.0,105.0,Klatovy,Plzeňský kraj
064726,2.0,97.0,Klatovy,Plzeňský kraj
037346,3.0,8.0,Klatovy,Plzeňský kraj
023591,3.0,6.0,Klatovy,Plzeňský kraj
051322,3.0,139.0,Klatovy,Plzeňský kraj
016136,1.0,57.0,Klatovy,Plzeňský kraj
037362,2.0,15.0,Klatovy,Plzeňský kraj
100765,2.0,20.0,Klatovy,Plzeňský kraj
032336,2.0,143.0,Klatovy,Plzeňský kraj
037338,2.0,48.0,Klatovy,Plzeňský kraj
039080,2.0,106.0,Klatovy,Plzeňský kraj
037320,2.0,1.0,Klatovy,Plzeňský kraj
037281,2.0,21.0,Klatovy,Plzeňský kraj
406031,2.0,0.0,Klatovy,Plzeňský kraj
405957,2.0,19.0,Klatovy,Plzeňský kraj
019411,2.0,680.0,Tábor,Jihočeský kraj
406040,2.0,8.0,Klatovy,Plzeňský kraj
186660,2.0,108.0,Tábor,Jihočeský kraj
406023,2.0,5.0,Klatovy,Plzeňský kraj
071749,2.0,96.0,Plzeň-jih,Plzeňský kraj
077313,2.0,40.0,Klatovy,Plzeňský kraj
318094,2.0,16.0,Klatovy,Plzeňský kraj
039152,2.0,61.0,Klatovy,Plzeňský kraj
039161,2.0,4.0,Klatovy,Plzeňský kraj
025500,2.0,9.0,Klatovy,Plzeňský kraj
025666,2.0,13.0,Klatovy,Plzeňský kraj
153192,2.0,23.0,Tábor,Jihočeský kraj
015318,2.0,14.0,Klatovy,Plzeňský kraj
037427,2.0,3.0,Klatovy,Plzeňský kraj
026522,2.0,45.0,Klatovy,Plzeňský kraj
030970,2.0,56.0,Klatovy,Plzeňský kraj
023574,3.0,191.0,Klatovy,Plzeňský kraj
007145,3.0,118.0,Klatovy,Plzeňský kraj
195952,3.0,87.0,Klatovy,Plzeňský kraj
140091,2.0,151.0,Klatovy,Plzeňský kraj
050458,2.0,12.0,Domažlice,Plzeňský kraj
037273,2.0,578.0,Klatovy,Plzeňský kraj
037401,2.0,2.0,Klatovy,Plzeňský kraj
039063,2.0,22.0,Klatovy,Plzeňský kraj
120065,2.0,60.0,Klatovy,Plzeňský kraj
186261,2.0,171.0,Klatovy,Plzeňský kraj
104426,2.0,186.0,Klatovy,Plzeňský kraj
186252,2.0,266.0,Klatovy,Plzeňský kraj
318108,3.0,30.0,Klatovy,Plzeňský kraj
196908,1.0,267.0,Klatovy,Plzeňský kraj
151904,1.0,309.0,Klatovy,Plzeňský kraj
172278,2.0,39.0,Klatovy,Plzeňský kraj
406261,2.0,11.0,Klatovy,Plzeňský kraj
172316,2.0,247.0,Klatovy,Plzeňský kraj
406252,2.0,32.0,Klatovy,Plzeňský kraj
098094,2.0,510.0,Klatovy,Plzeňský kraj
198684,2.0,,Klatovy,Plzeňský kraj
142344,2.0,35.0,Klatovy,Plzeňský kraj
142336,2.0,127.0,Klatovy,Plzeňský kraj
053155,2.0,35.0,Klatovy,Plzeňský kraj
161390,2.0,16.0,Klatovy,Plzeňský kraj
016144,2.0,53.0,Klatovy,Plzeňský kraj
140066,2.0,33.0,Klatovy,Plzeňský kraj
186287,2.0,301.0,Klatovy,Plzeňský kraj
124044,2.0,126.0,Klatovy,Plzeňský kraj
119971,2.0,44.0,Klatovy,Plzeňský kraj
197955,2.0,1.0,Klatovy,Plzeňský kraj
053139,2.0,105.0,Klatovy,Plzeňský kraj
098256,2.0,120.0,Klatovy,Plzeňský kraj
120022,2.0,244.0,Klatovy,Plzeňský kraj
197963,2.0,13.0,Klatovy,Plzeňský kraj
415499,2.0,0.0,Klatovy,Plzeňský kraj
156272,2.0,11.0,Klatovy,Plzeňský kraj
097870,2.0,56.0,Klatovy,Plzeňský kraj
098108,2.0,144.0,Klatovy,Plzeňský kraj
098124,2.0,91.0,Klatovy,Plzeňský kraj
029491,3.0,88.0,Klatovy,Plzeňský kraj
029505,3.0,46.0,Klatovy,Plzeňský kraj
120031,3.0,14.0,Klatovy,Plzeňský kraj
017086,3.0,374.0,Klatovy,Plzeňský kraj
104434,3.0,62.0,Klatovy,Plzeňský kraj
300365,2.0,11.0,Klatovy,Plzeňský kraj
140112,2.0,9.0,Klatovy,Plzeňský kraj
119962,2.0,0.0,Klatovy,Plzeňský kraj
161365,3.0,5.0,Klatovy,Plzeňský kraj
161373,3.0,16.0,Klatovy,Plzeňský kraj
119989,3.0,2.0,Klatovy,Plzeňský kraj
120006,3.0,6.0,Klatovy,Plzeňský kraj
120057,3.0,19.0,Klatovy,Plzeňský kraj
113034,3.0,17.0,Plzeň-jih,Plzeňský kraj
098248,3.0,14.0,Klatovy,Plzeňský kraj
109002,3.0,30.0,Klatovy,Plzeňský kraj
161381,3.0,56.0,Klatovy,Plzeňský kraj
104451,3.0,96.0,Plzeň-jih,Plzeňský kraj
182931,1.0,153.0,Rokycany,Plzeňský kraj
007307,3.0,2572.0,Tachov,Plzeňský kraj
406767,3.0,485.0,Tachov,Plzeňský kraj
184772,2.0,1253.0,Rokycany,Plzeňský kraj
112941,1.0,1274.0,Rokycany,Plzeňský kraj
161225,2.0,453.0,Rokycany,Plzeňský kraj
121487,3.0,103.0,Klatovy,Plzeňský kraj
153095,3.0,215.0,Klatovy,Plzeňský kraj
103144,3.0,149.0,Klatovy,Plzeňský kraj
071111,2.0,65.0,Plzeň-jih,Plzeňský kraj
134538,2.0,401.0,Plzeň-sever,Plzeňský kraj
134546,2.0,53.0,Plzeň-sever,Plzeňský kraj
116084,1.0,19.0,Tachov,Plzeňský kraj
001643,2.0,12.0,Domažlice,Plzeňský kraj
167550,2.0,3295.0,Plzeň-sever,Plzeňský kraj
041319,2.0,1456.0,Rokycany,Plzeňský kraj
105554,2.0,291.0,Plzeň-jih,Plzeňský kraj
177555,2.0,4479.0,Plzeň-sever,Plzeňský kraj
007374,3.0,39.0,Tachov,Plzeňský kraj
038687,2.0,261.0,Plzeň-sever,Plzeňský kraj
038709,2.0,177.0,Plzeň-sever,Plzeňský kraj
406520,2.0,993.0,Plzeň-sever,Plzeňský kraj
134520,2.0,56.0,Plzeň-sever,Plzeňský kraj
406554,2.0,5797.0,Plzeň-sever,Plzeňský kraj
155152,1.0,4291.0,Plzeň-město,Plzeňský kraj
142590,3.0,13.0,Tachov,Plzeňský kraj
038695,2.0,106.0,Plzeň-sever,Plzeňský kraj
071102,1.0,46.0,Plzeň-jih,Plzeňský kraj
163848,2.0,4.0,Domažlice,Plzeňský kraj
186198,3.0,93.0,Plzeň-jih,Plzeňský kraj
184403,1.0,166.0,Plzeň-jih,Plzeňský kraj
029700,2.0,88.0,Plzeň-jih,Plzeňský kraj
072516,1.0,88.0,Hradec Králové,Královéhradecký kraj
162833,1.0,419.0,Plzeň-jih,Plzeňský kraj
051721,1.0,129.0,Plzeň-jih,Plzeňský kraj
184390,1.0,111.0,Plzeň-jih,Plzeňský kraj
029688,2.0,631.0,Plzeň-jih,Plzeňský kraj
029718,2.0,190.0,Plzeň-jih,Plzeňský kraj
172090,2.0,317.0,Plzeň-město,Plzeňský kraj
172103,2.0,1084.0,Plzeň-město,Plzeňský kraj
172081,1.0,206.0,Plzeň-město,Plzeňský kraj
136093,2.0,13.0,Tachov,Plzeňský kraj
062961,1.0,746.0,Rokycany,Plzeňský kraj
406627,2.0,112.0,Rokycany,Plzeňský kraj
104094,1.0,257.0,Plzeň-jih,Plzeňský kraj
184373,1.0,97.0,Plzeň-jih,Plzeňský kraj
184381,1.0,20.0,Plzeň-jih,Plzeňský kraj
175668,1.0,522.0,Plzeň-jih,Plzeňský kraj
041378,1.0,15.0,Domažlice,Plzeňský kraj
041386,1.0,83.0,Domažlice,Plzeňský kraj
170674,1.0,38.0,Tachov,Plzeňský kraj
045977,1.0,40.0,Domažlice,Plzeňský kraj
041416,1.0,10.0,Domažlice,Plzeňský kraj
047309,1.0,767.0,Rokycany,Plzeňský kraj
001660,2.0,15.0,Domažlice,Plzeňský kraj
001651,1.0,7.0,Domažlice,Plzeňský kraj
075825,1.0,127.0,Klatovy,Plzeňský kraj
059528,2.0,142.0,Klatovy,Plzeňský kraj
007951,1.0,202.0,Plzeň-jih,Plzeňský kraj
135968,1.0,77.0,Plzeň-jih,Plzeňský kraj
196649,1.0,132.0,Plzeň-jih,Plzeňský kraj
170658,2.0,80.0,Tachov,Plzeňský kraj
170682,2.0,167.0,Tachov,Plzeňský kraj
163341,1.0,2225.0,Plzeň-jih,Plzeňský kraj
089206,1.0,62.0,Plzeň-jih,Plzeňský kraj
192813,2.0,39.0,Plzeň-jih,Plzeňský kraj
406473,2.0,5818.0,Plzeň-jih,Plzeňský kraj
026786,2.0,676.0,Plzeň-jih,Plzeňský kraj
089184,2.0,453.0,Plzeň-jih,Plzeňský kraj
405353,2.0,0.0,Domažlice,Plzeňský kraj
089176,2.0,122.0,Plzeň-jih,Plzeňský kraj
044822,2.0,287.0,Plzeň-jih,Plzeňský kraj
141895,2.0,271.0,Plzeň-jih,Plzeňský kraj
026778,2.0,115.0,Plzeň-jih,Plzeňský kraj
007960,2.0,301.0,Klatovy,Plzeňský kraj
089192,1.0,20.0,Plzeň-jih,Plzeňský kraj
136611,1.0,45.0,Plzeň-jih,Plzeňský kraj
406309,1.0,5.0,Klatovy,Plzeňský kraj
148326,1.0,408.0,Plzeň-jih,Plzeňský kraj
135941,1.0,958.0,Plzeň-jih,Plzeňský kraj
135933,1.0,122.0,Plzeň-jih,Plzeňský kraj
007943,1.0,225.0,Plzeň-jih,Plzeňský kraj
155501,2.0,97.0,Plzeň-jih,Plzeňský kraj
044831,2.0,283.0,Plzeň-jih,Plzeňský kraj
044857,2.0,119.0,Plzeň-jih,Plzeňský kraj
151181,2.0,2.0,Domažlice,Plzeňský kraj
001627,2.0,1361.0,Domažlice,Plzeňský kraj
143952,2.0,0.0,Domažlice,Plzeňský kraj
001635,2.0,17.0,Domažlice,Plzeňský kraj
005959,1.0,99.0,Jičín,Královéhradecký kraj
151165,2.0,103.0,Domažlice,Plzeňský kraj
147338,1.0,85.0,Domažlice,Plzeňský kraj
136018,1.0,407.0,Rokycany,Plzeňský kraj
136026,1.0,44.0,Rokycany,Plzeňský kraj
168530,1.0,100.0,Rokycany,Plzeňský kraj
172553,1.0,132.0,Domažlice,Plzeňský kraj
406619,1.0,66.0,Rokycany,Plzeňský kraj
196631,1.0,233.0,Plzeň-jih,Plzeňský kraj
026794,1.0,23.0,Plzeň-jih,Plzeňský kraj
186988,1.0,579.0,Plzeň-jih,Plzeňský kraj
053171,1.0,63.0,Plzeň-jih,Plzeňský kraj
116475,2.0,152.0,Plzeň-jih,Plzeňský kraj
045934,1.0,12.0,Domažlice,Plzeňský kraj
045969,1.0,5.0,Domažlice,Plzeňský kraj
308749,2.0,23.0,Domažlice,Plzeňský kraj
163856,2.0,41.0,Domažlice,Plzeňský kraj
170071,2.0,6.0,Domažlice,Plzeňský kraj
100480,3.0,34.0,Domažlice,Plzeňský kraj
100471,2.0,7.0,Domažlice,Plzeňský kraj
044920,2.0,41.0,Domažlice,Plzeňský kraj
153567,1.0,93.0,Domažlice,Plzeňský kraj
031917,2.0,6.0,Domažlice,Plzeňský kraj
031895,1.0,24.0,Domažlice,Plzeňský kraj
031933,2.0,18.0,Domažlice,Plzeňský kraj
031925,2.0,9.0,Domažlice,Plzeňský kraj
100463,3.0,214.0,Domažlice,Plzeňský kraj
136671,1.0,47.0,Domažlice,Plzeňský kraj
043061,1.0,123.0,Plzeň-jih,Plzeňský kraj
026808,1.0,317.0,Plzeň-jih,Plzeňský kraj
089311,1.0,224.0,Domažlice,Plzeňský kraj
107778,2.0,108.0,Domažlice,Plzeňský kraj
405361,2.0,396.0,Domažlice,Plzeňský kraj
091936,2.0,162.0,Tábor,Jihočeský kraj
145165,2.0,259.0,Tábor,Jihočeský kraj
145149,2.0,16.0,Tábor,Jihočeský kraj
137952,2.0,62.0,Tábor,Jihočeský kraj
137901,2.0,369.0,Tábor,Jihočeský kraj
161527,3.0,46.0,Tábor,Jihočeský kraj
137910,2.0,479.0,Tábor,Jihočeský kraj
042102,2.0,393.0,Tábor,Jihočeský kraj
405078,2.0,1047.0,Tábor,Jihočeský kraj
161501,3.0,6.0,Tábor,Jihočeský kraj
066516,3.0,1092.0,Tábor,Jihočeský kraj
066532,3.0,49.0,Tábor,Jihočeský kraj
101257,3.0,340.0,Tábor,Jihočeský kraj
066524,3.0,37.0,Tábor,Jihočeský kraj
405060,3.0,25625.0,Tábor,Jihočeský kraj
044890,1.0,1030.0,Domažlice,Plzeňský kraj
044903,1.0,1936.0,Domažlice,Plzeňský kraj
153010,1.0,101.0,Domažlice,Plzeňský kraj
097675,1.0,51.0,Domažlice,Plzeňský kraj
097683,1.0,5.0,Domažlice,Plzeňský kraj
019704,2.0,239.0,Domažlice,Plzeňský kraj
019712,2.0,231.0,Domažlice,Plzeňský kraj
093165,2.0,255.0,Plzeň-jih,Plzeňský kraj
170101,1.0,255.0,Domažlice,Plzeňský kraj
122882,2.0,54.0,Domažlice,Plzeňský kraj
092371,2.0,683.0,Domažlice,Plzeňský kraj
107760,2.0,48.0,Domažlice,Plzeňský kraj
159395,1.0,8.0,Jičín,Královéhradecký kraj
170062,1.0,14.0,Domažlice,Plzeňský kraj
092380,2.0,54.0,Domažlice,Plzeňský kraj
097209,3.0,181.0,Plzeň-jih,Plzeňský kraj
106551,1.0,218.0,Plzeň-jih,Plzeňský kraj
024091,2.0,42.0,Plzeň-jih,Plzeňský kraj
122866,2.0,1253.0,Domažlice,Plzeňský kraj
075922,1.0,147.0,Domažlice,Plzeňský kraj
097454,1.0,31.0,Domažlice,Plzeňský kraj
039420,1.0,273.0,Domažlice,Plzeňský kraj
186180,1.0,155.0,Plzeň-jih,Plzeňský kraj
092746,1.0,219.0,Plzeň-jih,Plzeňský kraj
057606,1.0,207.0,Plzeň-jih,Plzeňský kraj
183741,2.0,19.0,Plzeň-jih,Plzeňský kraj
135950,1.0,91.0,Plzeň-jih,Plzeňský kraj
116386,1.0,30.0,Domažlice,Plzeňský kraj
164593,1.0,172.0,Klatovy,Plzeňský kraj
164607,2.0,61.0,Klatovy,Plzeňský kraj
170097,2.0,27.0,Domažlice,Plzeňský kraj
196231,1.0,50.0,Plzeň-jih,Plzeňský kraj
024074,1.0,141.0,Plzeň-jih,Plzeňský kraj
138495,1.0,113.0,Plzeň-jih,Plzeňský kraj
092355,1.0,56.0,Domažlice,Plzeňský kraj
068586,1.0,38.0,Domažlice,Plzeňský kraj
148211,1.0,206.0,Plzeň-jih,Plzeňský kraj
044849,1.0,43.0,Plzeň-jih,Plzeňský kraj
031585,1.0,151.0,Plzeň-jih,Plzeňský kraj
017302,1.0,38.0,Plzeň-jih,Plzeňský kraj
183750,1.0,260.0,Plzeň-jih,Plzeňský kraj
125156,1.0,26.0,Klatovy,Plzeňský kraj
021024,1.0,53.0,Klatovy,Plzeňský kraj
197882,1.0,12.0,Klatovy,Plzeňský kraj
093556,1.0,124.0,Domažlice,Plzeňský kraj
049034,1.0,76.0,Domažlice,Plzeňský kraj
071242,1.0,26.0,Domažlice,Plzeňský kraj
138258,1.0,144.0,Domažlice,Plzeňský kraj
146901,1.0,65.0,Domažlice,Plzeňský kraj
071251,1.0,15.0,Domažlice,Plzeňský kraj
071234,2.0,1008.0,Domažlice,Plzeňský kraj
132853,2.0,417.0,Domažlice,Plzeňský kraj
054674,2.0,11.0,Klatovy,Plzeňský kraj
100081,2.0,30.0,Domažlice,Plzeňský kraj
405469,1.0,95.0,Domažlice,Plzeňský kraj
405477,1.0,122.0,Domažlice,Plzeňský kraj
059536,2.0,63.0,Klatovy,Plzeňský kraj
054615,2.0,646.0,Klatovy,Plzeňský kraj
197921,1.0,4.0,Klatovy,Plzeňský kraj
153508,1.0,131.0,Domažlice,Plzeňský kraj
008184,1.0,180.0,Domažlice,Plzeňský kraj
047457,1.0,181.0,Domažlice,Plzeňský kraj
054704,1.0,19.0,Klatovy,Plzeňský kraj
003514,2.0,29.0,Klatovy,Plzeňský kraj
054666,2.0,231.0,Klatovy,Plzeňský kraj
064670,2.0,3875.0,Domažlice,Plzeňský kraj
054640,2.0,25.0,Klatovy,Plzeňský kraj
187283,2.0,45.0,Domažlice,Plzeňský kraj
156337,2.0,79.0,Domažlice,Plzeňský kraj
100072,2.0,447.0,Domažlice,Plzeňský kraj
054691,2.0,3.0,Klatovy,Plzeňský kraj
066231,2.0,443.0,Domažlice,Plzeňský kraj
001392,3.0,116.0,Klatovy,Plzeňský kraj
125130,1.0,38.0,Klatovy,Plzeňský kraj
125121,2.0,36.0,Klatovy,Plzeňský kraj
125164,2.0,59.0,Klatovy,Plzeňský kraj
054658,1.0,76.0,Klatovy,Plzeňský kraj
189928,1.0,421.0,Domažlice,Plzeňský kraj
174742,1.0,126.0,Domažlice,Plzeňský kraj
009962,2.0,78.0,Domažlice,Plzeňský kraj
066222,1.0,100.0,Domažlice,Plzeňský kraj
064661,2.0,350.0,Domažlice,Plzeňský kraj
102962,2.0,119.0,Domažlice,Plzeňský kraj
027855,2.0,65.0,Domažlice,Plzeňský kraj
123757,1.0,305.0,Jičín,Královéhradecký kraj
059668,1.0,55.0,Jičín,Královéhradecký kraj
165433,1.0,363.0,Hradec Králové,Královéhradecký kraj
158887,2.0,305.0,Tábor,Jihočeský kraj
124711,2.0,8.0,Tábor,Jihočeský kraj
184268,2.0,34.0,Tábor,Jihočeský kraj
030554,2.0,22.0,Tábor,Jihočeský kraj
184276,2.0,54.0,Tábor,Jihočeský kraj
140287,2.0,3.0,Tábor,Jihočeský kraj
151068,2.0,118.0,Tábor,Jihočeský kraj
075582,2.0,4.0,Tábor,Jihočeský kraj
139858,2.0,5.0,Tábor,Jihočeský kraj
124214,2.0,49.0,Tábor,Jihočeský kraj
139882,2.0,429.0,Tábor,Jihočeský kraj
195821,2.0,849.0,Tábor,Jihočeský kraj
138461,2.0,19.0,Tábor,Jihočeský kraj
151050,2.0,4.0,Tábor,Jihočeský kraj
190993,2.0,348.0,Tábor,Jihočeský kraj
140295,2.0,82.0,Tábor,Jihočeský kraj
125008,2.0,34.0,Tábor,Jihočeský kraj
116661,2.0,215.0,Karlovy Vary,Karlovarský kraj
064602,1.0,25.0,Plzeň-jih,Plzeňský kraj
122807,1.0,388.0,Plzeň-sever,Plzeňský kraj
100161,2.0,336.0,Plzeň-sever,Plzeňský kraj
079359,3.0,32.0,Cheb,Karlovarský kraj
149560,2.0,38.0,Tábor,Jihočeský kraj
029220,2.0,33.0,Plzeň-sever,Plzeňský kraj
150819,2.0,23.0,Plzeň-sever,Plzeňský kraj
034428,1.0,51.0,Tachov,Plzeňský kraj
405531,2.0,5037.0,Cheb,Karlovarský kraj
020419,1.0,45.0,Tachov,Plzeňský kraj
168751,1.0,38.0,Tachov,Plzeňský kraj
116416,1.0,10.0,Tachov,Plzeňský kraj
174408,1.0,317.0,Plzeň-sever,Plzeňský kraj
080331,3.0,22.0,Tachov,Plzeňský kraj
097501,2.0,195.0,Cheb,Karlovarský kraj
165948,2.0,3.0,Cheb,Karlovarský kraj
003751,2.0,6.0,Tachov,Plzeňský kraj
055611,2.0,10.0,Karlovy Vary,Karlovarský kraj
409847,1.0,7225.0,Hradec Králové,Královéhradecký kraj
170437,2.0,92.0,Karlovy Vary,Karlovarský kraj
001937,1.0,413.0,Hradec Králové,Královéhradecký kraj
037001,2.0,38.0,Tachov,Plzeňský kraj
018031,3.0,285.0,Tachov,Plzeňský kraj
196258,1.0,130.0,Plzeň-jih,Plzeňský kraj
026697,2.0,385.0,Tachov,Plzeňský kraj
115967,3.0,19.0,Tachov,Plzeňský kraj
138126,2.0,237.0,Rokycany,Plzeňský kraj
018562,2.0,215.0,Tachov,Plzeňský kraj
197874,3.0,56.0,Klatovy,Plzeňský kraj
405914,2.0,5.0,Klatovy,Plzeňský kraj
108456,2.0,3985.0,Klatovy,Plzeňský kraj
098086,2.0,84.0,Klatovy,Plzeňský kraj
173975,2.0,122.0,Klatovy,Plzeňský kraj
113042,2.0,201.0,Plzeň-jih,Plzeňský kraj
018805,3.0,37.0,Plzeň-jih,Plzeňský kraj
037371,2.0,7.0,Klatovy,Plzeňský kraj
153222,2.0,325.0,Tábor,Jihočeský kraj
037419,2.0,33.0,Klatovy,Plzeňský kraj
140082,2.0,13.0,Klatovy,Plzeňský kraj
090590,2.0,19.0,Klatovy,Plzeňský kraj
179523,3.0,110.0,Klatovy,Plzeňský kraj
055875,1.0,29.0,Rokycany,Plzeňský kraj
071099,2.0,180.0,Plzeň-jih,Plzeňský kraj
029726,2.0,121.0,Plzeň-jih,Plzeňský kraj
086843,3.0,1424.0,Plzeň-město,Plzeňský kraj
095427,2.0,2364.0,Rokycany,Plzeňský kraj
141887,1.0,62.0,Plzeň-jih,Plzeňský kraj
136603,2.0,151.0,Plzeň-jih,Plzeňský kraj
026816,1.0,208.0,Plzeň-jih,Plzeňský kraj
043079,1.0,265.0,Plzeň-jih,Plzeňský kraj
093190,2.0,1031.0,Plzeň-jih,Plzeňský kraj
308731,1.0,86.0,Domažlice,Plzeňský kraj
044962,2.0,169.0,Domažlice,Plzeňský kraj
097471,2.0,47.0,Domažlice,Plzeňský kraj
054623,2.0,36.0,Klatovy,Plzeňský kraj
054712,1.0,55.0,Klatovy,Plzeňský kraj
009954,2.0,408.0,Domažlice,Plzeňský kraj
156221,2.0,2440.0,Rokycany,Plzeňský kraj
067920,2.0,22.0,Tachov,Plzeňský kraj
040720,2.0,137.0,Klatovy,Plzeňský kraj
030571,2.0,4.0,Tábor,Jihočeský kraj
075701,1.0,20.0,Plzeň-sever,Plzeňský kraj
085219,1.0,37.0,Plzeň-sever,Plzeňský kraj
104507,1.0,475.0,Plzeň-jih,Plzeňský kraj
064882,1.0,473.0,Rokycany,Plzeňský kraj
